,Time,Open,High,Close,Low,Volume
0, 09:30,13.16,13.318,13.318,13.16,4999
1, 09:34,13.14,13.14,13.08,13.08,3100
2, 09:36,13.135,13.135,13.1,13.1,1353
3, 09:40,13.06,13.06,13.05,13.05,584
4, 09:41,12.98,13.02,13.02,12.95,2387
5, 09:49,13.03,13.03,13.01,13.01,1061
6, 09:50,13.01,13.01,13.01,13.01,323
7, 09:52,12.99,12.99,12.94,12.94,3899
8, 09:53,12.91,12.97,12.97,12.91,3286
9, 09:54,12.96,12.96,12.96,12.96,493
10, 09:55,13.0,13.0,13.0,13.0,245
11, 09:57,13.01,13.01,13.0,13.0,433
12, 10:08,13.023,13.023,13.01,13.01,499
13, 10:12,13.06,13.08,13.08,13.06,1053
14, 10:13,13.08,13.08,13.08,13.08,1039
15, 10:20,13.14,13.14,13.14,13.14,132
16, 10:25,13.1,13.1,13.1,13.1,131
17, 10:26,13.09,13.09,13.08,13.08,410
18, 10:28,13.11,13.11,13.11,13.11,514
19, 10:32,13.037,13.037,13.037,13.037,110
20, 10:33,13.04,13.04,13.04,13.04,1199
21, 10:38,13.057,13.057,13.057,13.057,2130
22, 10:42,13.035,13.035,13.035,13.035,100
23, 10:44,13.02,13.035,13.029,13.02,2317
24, 10:47,13.03,13.03,13.03,13.03,193
25, 10:49,13.0,13.0,13.0,13.0,1168
26, 10:50,13.019,13.019,13.019,13.019,1074
27, 10:53,12.98,12.98,12.92,12.92,3050
28, 10:55,12.97,13.01,12.97,12.97,5456
29, 10:56,13.0,13.01,12.995,12.995,2388
30, 11:01,12.985,12.985,12.985,12.985,167
31, 11:10,12.97,12.97,12.97,12.97,728
32, 11:18,12.88,12.88,12.87,12.87,828
33, 11:25,12.845,12.845,12.845,12.845,159
34, 11:30,12.83,12.834,12.834,12.83,1676
35, 11:31,12.85,12.87,12.87,12.845,1266
36, 11:32,12.87,12.87,12.87,12.87,1839
37, 11:33,12.85,12.85,12.85,12.85,489
38, 11:34,12.84,12.899,12.899,12.84,2390
39, 11:39,12.845,12.845,12.845,12.845,191
40, 11:40,12.828,12.828,12.828,12.828,201
41, 11:41,12.835,12.835,12.835,12.835,501
42, 11:42,12.82,12.82,12.82,12.82,316
43, 11:47,12.847,12.847,12.847,12.847,442
44, 11:51,12.86,12.86,12.86,12.86,176
45, 12:18,12.9,12.9,12.9,12.9,492
46, 12:33,12.915,12.915,12.915,12.915,548
47, 12:43,12.95,12.95,12.95,12.95,138
48, 12:58,12.92,12.92,12.92,12.92,360
49, 13:01,12.91,12.91,12.91,12.9,485
50, 13:13,12.915,12.915,12.915,12.915,589
51, 13:18,12.92,12.92,12.92,12.92,254
52, 13:26,12.9,12.9,12.9,12.9,1099
53, 13:29,12.93,12.93,12.93,12.93,201
54, 13:30,12.94,12.94,12.94,12.94,235
55, 13:31,12.92,12.92,12.92,12.91,703
56, 13:39,12.94,12.94,12.94,12.94,274
57, 13:40,12.98,12.98,12.98,12.98,780
58, 13:47,12.986,12.986,12.986,12.986,138
59, 13:53,12.98,12.98,12.98,12.98,214
60, 14:00,12.995,12.995,12.995,12.995,101
61, 14:07,13.01,13.01,13.0,12.995,857
62, 14:08,12.97,12.97,12.97,12.97,213
63, 14:24,12.965,12.965,12.965,12.965,354
64, 14:32,12.948,12.948,12.948,12.948,111
65, 14:35,12.93,12.93,12.93,12.93,213
66, 14:37,12.93,12.93,12.93,12.93,488
67, 14:46,12.925,12.925,12.925,12.925,195
68, 15:17,12.94,12.94,12.94,12.94,2336
69, 15:25,12.96,12.96,12.96,12.96,123
70, 15:30,12.96,12.97,12.97,12.96,335
71, 15:37,12.95,12.95,12.95,12.95,855
72, 15:38,12.94,12.94,12.94,12.94,184
73, 15:39,12.93,12.94,12.94,12.93,376
74, 15:44,12.938,12.94,12.94,12.938,259
75, 15:45,12.93,12.93,12.93,12.93,150
76, 15:47,12.94,12.94,12.94,12.94,179
77, 15:49,12.91,12.91,12.91,12.91,459
78, 15:50,12.94,13.0,12.99,12.94,2859
79, 15:53,12.97,12.97,12.97,12.97,267
80, 15:54,12.978,12.978,12.978,12.978,100
81, 15:55,12.98,12.99,12.98,12.98,546
82, 15:57,12.97,12.97,12.97,12.97,461
83, 15:58,12.97,12.99,12.97,12.97,879
84, 15:59,12.99,13.0,12.99,12.97,4305
